Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, P-SLICE,   10, 32.00,       6648, 0,0.00,33.279, 37.394, 39.160, 34.528,29, 9 8 7 6 5 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.71%,  1.06%, 0.00%,  0.35%,  0.00%,  0.35%,  3.90%,  2.13%,  1.42%, 11.70%,  5.32%,  4.96%, 16.67%, 10.99%,  0.00%,  0.00%,  0.00%,  2.13%,  3.90%,  0.00%,  3.55%,  8.87%, 21.99%, 126441.67, 20328.78, 0.00, 159746.33 , 16, 235, 90.55, 66, 207, 120.26, 87, 199, 146.80, 0.00%, 0.00%,50.00%, 0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 32.26%,12.90%, 12.90%, 22.58%, 1.61%, 1.61%, 9.68%, 6.45%, 0.00%, 33.33%,15.05%, 13.98%, 21.51%, 3.23%, 4.30%, 4.30%, 4.30%, 3.21%, 46.79%,0.00%, 14.74%, 15.38%, 3.21%, 5.13%, 0.96%, 10.58%,0.00%, 0.0, 0.1, 1853.9, 1200.2, 0.0, 0.0, 15271.1, 1.000, 0
11, P-SLICE,   11, 32.00,       7600, 0,0.00,33.292, 37.387, 39.208, 34.543,28, 10 9 8 7 6 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.31%, 0.62%,  0.00%,  1.23%, 0.00%,  0.00%,  0.31%,  0.00%,  2.16%,  1.23%,  1.54%, 12.35%,  6.17%,  4.94%, 19.44%, 11.42%,  0.00%,  0.00%,  0.31%,  5.56%,  6.48%,  0.00%,  2.47%, 10.80%, 12.65%, 125523.06, 20157.44, 0.00, 166386.22 , 16, 235, 90.26, 63, 202, 120.37, 94, 200, 146.77, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 50.00%, 50.00%, 0.00%, 0.00%, 0.00%, 36.00%,20.00%, 24.00%, 4.00%, 2.00%, 2.00%, 0.00%, 12.00%, 0.77%, 40.77%,12.31%, 16.15%, 14.62%, 1.54%, 3.85%, 3.46%, 6.54%, 3.57%, 36.90%,0.00%, 17.26%, 20.24%, 2.08%, 8.63%, 3.27%, 8.04%,0.00%, 0.0, 0.1, 1882.6, 1186.0, 0.0, 0.0, 17153.4, 1.000, 0
12, P-SLICE,   12, 32.00,       7224, 0,0.00,33.240, 37.293, 39.376, 34.514,27, 11 10 9 8 7 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.27%,  0.27%,  0.54%, 0.00%,  0.00%,  0.00%,  0.00%,  1.88%,  1.61%,  0.54%,  6.18%,  3.23%,  2.96%, 29.03%, 10.75%,  0.00%,  0.00%,  1.08%,  4.30%,  5.65%,  0.00%,  3.76%,  8.87%, 19.09%, 127216.89, 20158.78, 0.00, 170154.94 , 16, 235, 90.01, 68, 202, 120.44, 93, 200, 146.70, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.55%,6.06%, 18.18%, 3.03%, 3.03%, 3.03%, 1.52%, 10.61%, 0.00%, 51.58%,11.58%, 11.58%, 12.63%, 6.32%, 1.05%, 2.63%, 2.63%, 1.64%, 37.70%,0.00%, 16.39%, 27.87%, 2.05%, 4.92%, 3.07%, 6.35%,0.00%, 0.0, 0.0, 1838.2, 1108.0, 0.0, 0.0, 18991.2, 1.000, 0
13, P-SLICE,   13, 32.00,       8016, 0,0.00,33.287, 37.270, 39.251, 34.530,26, 12 11 10 9 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.26%, 0.52%,  0.26%,  1.04%, 0.00%,  0.00%,  0.00%,  0.00%,  1.56%,  1.30%,  1.82%,  7.81%,  1.04%,  5.47%, 25.00%, 13.28%,  0.00%,  0.00%,  0.26%,  2.86%,  4.69%,  0.00%,  2.86%, 10.16%, 19.79%, 125842.00, 20586.44, 0.00, 177276.67 , 16, 235, 89.74, 64, 204, 120.46, 92, 200, 146.65, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.00%,23.33%, 13.33%, 6.67%, 3.33%, 6.67%, 1.67%, 5.00%, 0.94%, 47.17%,19.81%, 13.21%, 15.09%, 0.00%, 0.94%, 0.47%, 2.36%, 2.82%, 37.90%,0.00%, 14.11%, 24.60%, 1.81%, 3.83%, 4.84%, 10.08%,0.00%, 0.0, 0.0, 1906.8, 1139.2, 0.0, 0.0, 20897.6, 1.000, 0
14, P-SLICE,   14, 32.00,       7800, 0,0.00,33.178, 37.240, 39.171, 34.435,25, 13 12 11 10 9 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.57%,  0.29%,  1.15%, 0.86%,  0.00%,  0.00%,  0.57%,  1.72%,  1.15%,  1.15%,  7.76%,  4.31%,  2.87%, 23.28%, 17.53%,  0.00%,  0.00%,  0.00%,  2.01%,  2.59%,  0.00%,  3.45%, 10.63%, 18.10%, 128986.17, 20695.22, 0.00, 171954.11 , 16, 235, 89.57, 65, 202, 120.58, 96, 200, 146.59, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.15%,15.38%, 7.69%, 15.38%, 7.69%, 7.69%, 0.00%, 0.00%, 0.00%, 45.83%,10.42%, 17.71%, 10.42%, 1.56%, 2.60%, 3.12%, 8.33%, 3.17%, 32.58%,0.00%, 15.38%, 21.27%, 4.30%, 7.01%, 5.88%, 10.41%,100.00%, 0.0, 0.0, 1843.6, 1060.7, 0.0, 0.0, 22740.8, 1.000, 0
15, P-SLICE,   15, 32.00,       7912, 0,0.00,33.098, 37.230, 39.304, 34.390,24, 14 13 12 11 10 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.28%, 0.56%,  0.00%,  1.12%, 0.00%,  0.56%,  0.00%,  0.00%,  0.84%,  1.40%,  2.52%, 10.64%,  2.80%,  2.80%, 26.89%, 10.92%,  0.00%,  0.00%,  0.00%,  2.24%,  4.20%,  0.00%,  1.68%, 11.48%, 19.05%, 131572.00, 20669.83, 0.00, 182662.33 , 16, 235, 89.39, 65, 196, 120.63, 94, 200, 146.52, 0.00%, 0.00%,0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 26.09%,39.13%, 8.70%, 4.35%, 4.35%, 8.70%, 2.17%, 6.52%, 0.93%, 45.37%,9.26%, 8.33%, 26.85%, 1.85%, 1.85%, 2.31%, 3.24%, 2.68%, 37.05%,0.00%, 13.84%, 29.02%, 2.23%, 6.25%, 2.46%, 6.47%,0.00%, 0.0, 0.0, 1982.0, 1190.9, 0.0, 0.0, 24722.3, 1.000, 0
16, P-SLICE,   16, 32.00,       6336, 0,0.00,33.019, 37.153, 39.299, 34.321,23, 15 14 13 12 11 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.31%,  0.62%, 0.00%,  0.00%,  0.00%,  0.00%,  1.25%,  1.87%,  1.56%,  9.97%,  4.98%,  3.12%, 21.81%, 14.95%,  0.00%,  0.00%,  1.25%,  3.43%,  4.98%,  0.31%,  3.74%,  9.97%, 15.89%, 133706.44, 20678.28, 0.00, 165132.50 , 16, 235, 89.09, 64, 203, 120.65, 95, 200, 146.51, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.61%,16.13%, 12.90%, 0.00%, 4.84%, 8.06%, 1.61%, 4.84%, 0.00%, 42.57%,9.90%, 12.87%, 18.81%, 1.49%, 2.48%, 4.46%, 7.43%, 1.60%, 35.64%,0.00%, 16.49%, 20.74%, 2.93%, 6.12%, 3.46%, 13.03%,0.00%, 0.0, 0.0, 1750.1, 1006.9, 0.0, 0.0, 26472.0, 1.000, 0
17, P-SLICE,   17, 32.00,       7008, 0,0.00,33.057, 37.198, 39.300, 34.355,22, 16 15 14 13 12 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.60%,  0.60%,  2.70%, 0.90%,  0.00%,  0.00%,  0.00%,  3.00%,  0.30%,  2.10%,  6.61%,  3.90%,  3.90%, 19.22%, 15.62%,  0.00%,  0.00%,  1.20%,  2.10%,  7.81%,  0.00%,  4.50%,  9.91%, 15.02%, 132747.17, 20535.33, 0.00, 166308.72 , 16, 235, 88.86, 64, 197, 120.70, 93, 199, 146.46, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.35%,18.92%, 16.22%, 10.81%, 0.00%, 0.00%, 1.35%, 1.35%, 0.00%, 45.45%,14.77%, 14.77%, 10.23%, 3.41%, 3.41%, 1.70%, 6.25%, 6.34%, 37.07%,0.00%, 17.07%, 14.15%, 3.90%, 9.27%, 3.17%, 9.02%,100.00%, 0.0, 0.0, 1810.3, 1067.2, 0.0, 0.0, 28282.0, 1.000, 0
18, P-SLICE,   18, 32.00,       6376, 0,0.00,32.910, 37.275, 39.272, 34.251,21, 17 16 15 14 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.32%,  0.00%,  1.28%, 0.64%,  0.00%,  0.00%,  0.00%,  1.28%,  2.24%,  1.60%, 10.90%,  6.73%,  4.49%, 20.51%, 11.22%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.32%,  4.49%, 12.82%, 21.15%, 137046.50, 20361.28, 0.00, 174518.00 , 16, 235, 88.68, 65, 197, 120.63, 93, 198, 146.35, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.67%,16.67%, 0.00%, 13.33%, 5.00%, 8.33%, 1.67%, 8.33%, 0.00%, 36.70%,12.84%, 22.02%, 9.17%, 3.21%, 6.88%, 1.83%, 7.34%, 2.94%, 38.82%,0.00%, 17.65%, 20.00%, 1.76%, 5.29%, 3.82%, 9.71%,100.00%, 0.0, 0.1, 1696.5, 1002.3, 0.0, 0.0, 29978.1, 1.000, 0
19, P-SLICE,   19, 32.00,       7656, 0,0.00,32.968, 37.268, 39.252, 34.291,20, 18 17 16 15 14 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.60%,  0.00%,  0.90%, 0.30%,  0.00%,  0.00%,  0.00%,  2.70%,  0.90%,  2.10%,  7.81%,  3.30%,  2.10%, 21.32%, 11.71%,  0.00%,  0.00%,  0.00%,  4.80%,  8.41%,  0.00%,  4.80%, 11.41%, 16.82%, 135323.22, 20444.78, 0.00, 197223.39 , 16, 235, 88.52, 67, 199, 120.68, 96, 199, 146.33, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.71%,20.00%, 20.00%, 5.71%, 0.00%, 2.86%, 0.00%, 5.71%, 0.00%, 55.10%,7.14%, 9.18%, 17.35%, 2.04%, 4.08%, 2.55%, 2.55%, 2.51%, 42.21%,0.00%, 12.06%, 23.62%, 1.76%, 3.77%, 3.02%, 11.06%,100.00%, 0.0, 0.0, 1799.2, 1038.9, 0.0, 0.0, 31776.9, 1.000, 0
20, P-SLICE,   20, 32.00,       6720, 0,0.00,32.917, 37.268, 39.285, 34.257,19, 19 18 17 16 15 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.34%, 0.34%,  0.00%,  1.02%, 0.34%,  0.00%,  0.00%,  0.00%,  2.72%,  5.10%,  2.04%,  7.14%,  2.72%,  5.10%, 18.03%, 15.31%,  0.00%,  0.00%,  1.36%,  1.02%,  3.74%,  0.34%,  0.34%, 15.99%, 17.01%, 136792.50, 20474.72, 0.00, 182551.67 , 16, 235, 88.32, 66, 196, 120.69, 93, 198, 146.31, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 14.71%,17.65%, 11.76%, 11.76%, 4.41%, 19.12%, 10.29%, 10.29%, 1.05%, 52.63%,15.79%, 7.37%, 14.74%, 1.05%, 1.05%, 2.11%, 4.21%, 2.45%, 37.42%,0.00%, 11.04%, 21.47%, 3.37%, 7.06%, 4.60%, 12.58%,100.00%, 0.0, 0.1, 1746.3, 983.8, 0.0, 0.0, 33522.9, 1.000, 0
