Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
7, P-SLICE,    7, 32.00,       4616, 0,0.00,33.252, 37.570, 39.330, 34.551,4, 6 5 4 3 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.94%, 0.94%,  0.00%,  0.47%,  0.47%,  4.23%,  3.76%,  4.69%,  7.98%,  9.86%,  8.45%, 12.21%, 13.15%,  0.00%,  0.00%,  1.88%,  3.29%,  1.41%,  0.00%,  2.35%, 13.15%, 10.80%, 126841.00, 19599.83, 0.00, 148561.72 , 16, 235, 91.26, 63, 205, 120.25, 88, 199, 146.96, 0.00%, 0.00%,50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%, 0.00%, 0.00%, 25.00%,27.78%, 11.11%, 13.89%, 2.78%, 5.56%, 5.56%, 8.33%, 0.00%, 38.46%,19.78%, 8.79%, 9.89%, 3.85%, 4.95%, 4.40%, 9.89%, 2.44%, 31.71%,0.00%, 12.20%, 19.51%, 3.05%, 3.05%, 7.93%, 20.12%,100.00%, 148.4, 0.4, 205790.6, 123552.3, 0.0, 0.0, 1232551.5, 1.000, 0
8, P-SLICE,    8, 32.00,       5944, 0,0.00,33.331, 37.473, 39.257, 34.590,3, 7 6 5 4 3 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.34%,  0.67%,  0.00%,  0.00%,  3.03%,  2.02%,  1.35%, 11.78%,  2.36%,  4.04%, 20.88%, 11.11%,  0.00%,  0.00%,  0.34%,  6.73%,  3.37%,  0.00%,  2.36%, 11.45%, 18.18%, 124377.83, 19825.00, 0.00, 152782.28 , 16, 235, 91.08, 67, 205, 120.23, 86, 200, 146.91, 0.00%, 0.00%,0.00%, 50.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 29.63%,14.81%, 18.52%, 14.81%, 5.56%, 1.85%, 3.70%, 11.11%, 0.00%, 50.00%,11.11%, 12.96%, 19.44%, 0.46%, 0.46%, 2.78%, 2.78%, 0.00%, 40.25%,0.00%, 13.21%, 25.79%, 2.52%, 4.40%, 4.09%, 9.75%,100.00%, 0.2, 0.5, 238634.1, 147912.8, 0.0, 0.0, 1471182.3, 1.000, 0
9, P-SLICE,    9, 32.00,       6112, 0,0.00,33.246, 37.392, 39.246, 34.514,2, 8 7 6 5 4 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.33%, 0.33%,  0.33%,  0.00%,  0.00%,  2.61%,  3.59%,  1.96%, 10.13%,  6.54%,  5.56%, 20.92%, 13.07%,  0.00%,  0.00%,  0.65%,  0.98%,  0.65%,  0.00%,  1.63%,  9.80%, 20.92%, 126692.33, 20184.56, 0.00, 151745.28 , 16, 235, 90.80, 63, 203, 120.33, 90, 200, 146.89, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 21.88%,18.75%, 12.50%, 12.50%, 6.25%, 9.38%, 9.38%, 9.38%, 0.00%, 32.67%,16.83%, 19.80%, 10.89%, 4.95%, 3.96%, 4.46%, 6.44%, 0.58%, 38.60%,0.00%, 12.87%, 24.56%, 2.92%, 6.43%, 2.63%, 11.40%,100.00%, 0.2, 0.4, 244476.0, 147827.3, 0.0, 0.0, 1715655.4, 1.000, 0
10, P-SLICE,   10, 32.00,       7096, 0,0.00,33.333, 37.288, 39.254, 34.568,1, 9 8 7 6 5 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.31%, 0.00%,  0.31%,  1.26%, 0.00%,  0.00%,  0.00%,  0.31%,  1.57%,  3.14%,  2.52%,  9.43%,  5.97%,  4.09%, 19.81%, 15.09%,  0.00%,  0.00%,  1.26%,  5.03%,  7.23%,  0.00%,  1.26%,  7.23%, 14.15%, 124516.83, 20480.06, 0.00, 159437.72 , 16, 235, 90.55, 66, 207, 120.26, 87, 199, 146.80, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 25.81%,25.81%, 3.23%, 12.90%, 0.00%, 0.00%, 11.29%, 20.97%, 0.98%, 38.24%,12.75%, 15.69%, 13.73%, 0.98%, 2.94%, 5.39%, 9.31%, 2.72%, 36.96%,0.00%, 12.50%, 21.74%, 3.53%, 4.62%, 5.43%, 12.50%,0.00%, 0.2, 0.3, 239641.9, 142322.6, 0.0, 0.0, 1955294.4, 1.000, 0
11, P-SLICE,   11, 32.00,       7152, 0,0.00,33.265, 37.244, 39.228, 34.508,0, 10 9 8 7 6 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.31%, 0.31%,  0.00%,  0.31%,  0.00%,  2.14%,  1.53%,  2.14%, 10.70%,  5.50%,  4.59%, 16.51%, 17.43%,  0.00%,  0.00%,  0.61%,  3.36%,  2.14%,  0.00%,  1.83%, 12.23%, 18.35%, 126511.67, 20688.67, 0.00, 164912.56 , 16, 235, 90.26, 63, 202, 120.37, 94, 200, 146.77, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 50.00%, 50.00%, 0.00%, 0.00%, 0.00%, 29.63%,25.93%, 14.81%, 11.11%, 0.00%, 7.41%, 3.70%, 7.41%, 0.00%, 42.86%,12.61%, 19.33%, 10.08%, 2.94%, 7.14%, 1.68%, 3.36%, 0.56%, 37.43%,0.00%, 11.17%, 18.99%, 3.91%, 11.17%, 3.63%, 13.13%,100.00%, 54.9, 0.4, 278595.9, 169581.0, 0.0, 0.0, 2233942.0, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 12 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_BuffIntra_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul  5 15:27:48 2018, 2234.49, 0.01, 518.47, 33.595, 37.552, 39.425, 34.818, -, -, 1     , 29.00, 2907.60 , 35.261, 38.032, 39.786, -, 11    , 32.00, 301.27  , 33.443, 37.509, 39.392, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      58152, 0,0.00,35.261, 38.032, 39.786, 36.173,11,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  0.35%,  0.46%, 1.28%,  1.39%,  4.53%,11.96%,  4.30%, 37.75%,37.98%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 81123.06, 18516.56, 0.00, 627343.22 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1186.5, 75.0, 104427.9, 71254.9, 0.0, 0.0, 105094.4, 1.000, 0
1, P-SLICE,    1, 32.00,       4744, 0,0.00,34.182, 37.784, 39.673, 35.319,10, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.41%, 0.82%,  0.41%,  2.47%, 2.88%,  0.00%,  0.82%,  0.00%,  3.29%,  4.12%,  1.65%,  5.76%,  9.05%,  4.12%, 12.76%,  9.88%,  0.00%,  0.00%,  1.65%,  4.94%,  4.53%,  0.00%,  3.29%, 13.17%, 13.99%, 102484.22, 18319.06, 0.00, 141247.72 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 50.00%, 0.00%, 25.00%, 25.00%, 0.00%, 35.29%,11.76%, 17.65%, 5.88%, 1.47%, 10.29%, 10.29%, 7.35%, 1.10%, 48.35%,10.99%, 12.09%, 3.30%, 0.55%, 0.55%, 10.99%, 12.09%, 8.26%, 41.28%,0.00%, 13.76%, 14.68%, 1.83%, 2.75%, 7.34%, 10.09%,100.00%, 50.2, 59.8, 70098.0, 43637.4, 0.0, 0.0, 175237.1, 1.000, 0
2, P-SLICE,    2, 32.00,       6936, 0,0.00,33.882, 37.736, 39.702, 35.091,9, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.36%, 0.00%,  0.00%,  1.45%, 1.09%,  0.00%,  0.00%,  0.00%,  3.99%,  4.35%,  2.90%,  9.78%,  5.43%,  4.71%, 19.20%,  8.70%,  0.00%,  0.00%,  1.45%,  3.26%,  3.62%,  0.00%,  1.45%, 11.59%, 16.67%, 109609.94, 18370.94, 0.00, 159594.28 , 16, 235, 91.43, 61, 203, 120.46, 98, 200, 146.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 20.51%,20.51%, 20.51%, 7.69%, 8.97%, 11.54%, 2.56%, 7.69%, 1.03%, 42.27%,13.40%, 17.53%, 10.31%, 4.12%, 5.15%, 1.03%, 5.15%, 2.92%, 40.88%,0.00%, 16.79%, 21.90%, 1.82%, 2.55%, 6.20%, 6.93%,100.00%, 13.6, 15.5, 106242.6, 58391.7, 0.0, 0.0, 281498.3, 1.000, 0
3, P-SLICE,    3, 32.00,       6616, 0,0.00,33.553, 37.632, 39.580, 34.816,8, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.31%, 0.00%,  0.31%,  0.93%, 1.85%,  0.00%,  0.00%,  0.00%,  1.85%,  4.32%,  1.54%,  5.86%,  5.25%,  3.70%, 20.68%, 16.05%,  0.00%,  0.00%,  0.31%,  1.23%,  1.85%,  0.00%,  3.40%, 11.73%, 18.83%, 118137.17, 18982.50, 0.00, 161280.17 , 16, 235, 91.44, 61, 204, 120.42, 96, 199, 146.86, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 32.43%,13.51%, 5.41%, 10.81%, 13.51%, 10.81%, 6.76%, 6.76%, 1.10%, 46.15%,13.19%, 7.69%, 13.19%, 2.20%, 4.40%, 3.30%, 8.79%, 2.11%, 35.26%,0.00%, 11.05%, 24.21%, 2.11%, 5.26%, 5.53%, 14.47%,100.00%, 9.3, 3.0, 125478.8, 71456.8, 0.0, 0.0, 406985.2, 1.000, 0
