Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 29.00,      68000, 0,0.00,34.806, 38.121, 39.918, 35.860,3,  -, -, 0.00%,  0.00%,  0.00%, 0.25%,  9.31%,  0.00%, 5.15%,  6.13%,  1.72%,11.03%,  5.39%, 47.30%,13.73%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 92671.83, 18740.56, 0.00, 1829721.67 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1032.4, 78.1, 80988.6, 54942.3, 0.0, 0.0, 81507.0, 1.000, 0
1, P-SLICE,    1, 32.00,       4944, 0,-238586.00,33.856, 37.954, 39.761, 35.107,2, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.39%,  0.00%, 0.39%,  0.39%,  1.57%, 0.00%,  0.00%,  0.00%,  0.39%,  4.71%,  2.35%,  1.57%,  6.67%,  7.45%,  5.49%, 14.90%, 10.20%,  0.00%,  0.00%,  2.35%,  4.71%,  5.88%,  0.00%,  3.14%, 13.73%, 13.73%, 111546.56, 17769.00, 0.00, 166676.61 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 38.89%,11.11%, 30.56%, 2.78%, 1.39%, 4.17%, 6.94%, 4.17%, 1.02%, 47.96%,14.29%, 11.22%, 6.12%, 5.10%, 3.06%, 4.08%, 7.14%, 5.00%, 41.67%,0.00%, 11.67%, 20.00%, 3.33%, 6.67%, 5.83%, 5.83%,0.00%, 62.7, 54.7, 40307.9, 24792.4, 0.0, 0.0, 121871.7, 1.000, 0
2, i-SLICE,    2, 29.00,      67904, 0,-237905.00,34.801, 38.028, 39.846, 35.835,1,  -, -, 0.00%,  0.00%,  0.00%, 0.24%,  8.75%,  0.00%, 4.73%,  6.15%,  1.65%,13.95%,  6.62%, 43.26%,14.66%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 92984.50, 19113.50, 0.00, 1886894.56 , 16, 235, 91.43, 61, 203, 120.46, 98, 200, 146.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 15.1, 0.1, 79777.1, 53347.5, 0.0, 0.0, 201652.0, 1.000, 0
3, P-SLICE,    3, 32.00,       4536, 0,-240109.00,33.759, 37.821, 39.698, 35.009,0, 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.51%,  0.00%, 0.51%,  0.51%,  0.00%, 0.51%,  0.00%,  0.51%,  0.51%,  4.10%,  3.08%,  3.08%, 10.77%,  7.18%,  2.56%, 12.31%,  8.21%,  0.00%,  0.00%,  2.56%,  4.10%,  0.00%,  0.00%,  7.69%, 14.36%, 16.92%, 113538.67, 18178.89, 0.00, 161783.00 , 16, 235, 91.44, 61, 204, 120.42, 96, 199, 146.86, 0.00%, 0.00%,50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 25.00%, 0.00%, 50.00%,15.00%, 17.50%, 2.50%, 5.00%, 2.50%, 1.25%, 6.25%, 1.30%, 46.75%,6.49%, 18.18%, 9.09%, 4.55%, 4.55%, 3.90%, 5.19%, 2.67%, 44.00%,0.00%, 17.33%, 14.67%, 4.00%, 4.00%, 4.00%, 9.33%,100.00%, 7.2, 9.1, 35989.5, 18899.6, 0.0, 0.0, 237654.7, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint 2 --tune psnr --psnr --frames 4 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_PredictConstruct_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Wed Jul 11 15:54:33 2018, 238.12, 0.02, 1817.30, 34.306, 37.981, 39.806, 35.453, -, -, 2     , 29.00, 3397.60 , 34.804, 38.075, 39.882, -, 2     , 32.00, 237.00  , 33.808, 37.888, 39.730, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      68552, 0,0.00,34.788, 37.994, 39.900, 35.828,5,  -, -, 0.00%,  0.00%,  0.00%, 0.21%,  6.58%,  0.00%, 3.70%,  4.94%,  3.09%,10.70%,  6.79%, 48.97%,15.02%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 92983.89, 19196.61, 0.00, 1880284.83 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1121.1, 74.4, 13198.1, 9125.7, 0.0, 0.0, 13772.1, 1.000, 0
1, P-SLICE,    1, 32.00,       5024, 0,-238586.00,33.842, 37.847, 39.686, 35.073,4, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.43%,  0.00%, 0.43%,  0.87%,  0.43%, 0.00%,  0.00%,  0.00%,  0.43%,  2.16%,  3.46%,  2.60%, 12.12%,  8.66%,  5.19%,  9.09%,  7.79%,  0.00%,  0.00%,  2.16%,  4.33%,  6.06%,  0.00%,  4.76%, 17.32%, 11.69%, 111931.89, 18183.06, 0.00, 175134.28 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.71%,17.14%, 11.43%, 2.86%, 5.71%, 2.86%, 8.57%, 5.71%, 0.90%, 45.05%,10.81%, 14.41%, 10.81%, 3.60%, 1.80%, 7.21%, 5.41%, 4.76%, 48.81%,0.00%, 10.71%, 14.29%, 1.79%, 4.17%, 5.95%, 9.52%,0.00%, 64.3, 53.1, 18442.4, 12015.3, 0.0, 0.0, 32265.9, 1.000, 0
2, i-SLICE,    2, 29.00,      68384, 0,-237905.00,34.842, 37.947, 39.959, 35.870,3,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  8.45%,  0.00%, 6.10%,  5.87%,  2.58%,12.21%,  6.57%, 45.07%,13.15%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 92248.94, 19126.39, 0.00, 1820094.72 , 16, 235, 91.43, 61, 203, 120.46, 98, 200, 146.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 18.2, 0.1, 11296.4, 7426.9, 0.0, 0.0, 43566.8, 1.000, 0
3, P-SLICE,    3, 32.00,       4728, 0,-240109.00,33.799, 37.746, 39.754, 35.037,2, 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.51%,  1.03%,  0.51%, 0.00%,  0.00%,  1.54%,  0.51%,  2.56%,  5.13%,  4.10%,  4.62%,  8.72%,  4.10%, 16.41%, 11.28%,  0.00%,  0.00%,  1.03%,  3.59%,  2.05%,  0.00%,  4.62%, 12.31%, 15.38%, 112889.83, 18251.00, 0.00, 160416.61 , 16, 235, 91.44, 61, 204, 120.42, 96, 199, 146.86, 0.00%, 0.00%,25.00%, 0.00%, 0.00%, 12.50%, 12.50%, 25.00%, 25.00%, 0.00%, 32.35%,23.53%, 14.71%, 0.00%, 4.41%, 7.35%, 7.35%, 10.29%, 0.00%, 47.69%,12.31%, 9.23%, 4.62%, 5.38%, 5.38%, 6.15%, 9.23%, 4.35%, 36.96%,0.00%, 17.39%, 17.39%, 5.43%, 5.43%, 5.98%, 7.07%,0.00%, 5.0, 5.2, 14875.7, 8115.7, 0.0, 0.0, 58448.9, 1.000, 0
4, i-SLICE,    4, 29.00,      70672, 0,-240079.00,34.689, 37.957, 39.839, 35.742,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  9.52%,  0.00%, 5.01%,  7.02%,  3.26%, 8.27%,  7.02%, 49.87%,10.03%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 95689.67, 19466.72, 0.00, 1889802.67 , 16, 235, 91.43, 61, 204, 120.28, 85, 199, 146.93, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 4.2, 0.1, 11318.7, 7467.8, 0.0, 0.0, 69770.6, 1.000, 0
5, P-SLICE,    5, 32.00,       3512, 0,-241683.00,33.789, 37.807, 39.653, 35.024,0, 4 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 1.31%,  0.00%,  0.65%, 0.00%,  0.65%,  0.00%,  1.31%,  1.96%,  3.27%,  3.92%,  2.61%,  2.61%,  5.88%, 13.07%,  9.15%,  0.00%,  0.00%,  6.54%,  3.92%,  1.96%,  1.31%,  8.50%, 13.07%, 18.30%, 112936.89, 18263.78, 0.00, 158655.44 , 16, 235, 91.47, 63, 206, 120.23, 84, 199, 146.94, 0.00%, 40.00%,40.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.16%,16.22%, 2.70%, 5.41%, 5.41%, 0.00%, 5.41%, 2.70%, 0.00%, 60.47%,20.93%, 9.30%, 0.00%, 0.00%, 0.00%, 5.81%, 3.49%, 4.41%, 45.59%,0.00%, 16.18%, 13.24%, 4.41%, 4.41%, 3.68%, 8.09%,0.00%, 2.2, 1.4, 11870.3, 6732.9, 0.0, 0.0, 81641.9, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint 2 --tune psnr --psnr --frames 6 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_PredictConstruct_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Wed Jul 11 16:05:40 2018, 82.04, 0.07, 1840.60, 34.292, 37.883, 39.798, 35.429, -, -, 3     , 29.00, 3460.13 , 34.773, 37.966, 39.899, -, 3     , 32.00, 221.07  , 33.810, 37.800, 39.697, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      68944, 0,0.00,34.835, 38.002, 39.926, 35.867,5,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  9.27%,  0.00%, 5.76%,  7.02%,  3.76%,12.53%,  3.76%, 45.61%,12.28%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 92579.17, 19143.78, 0.00, 1900114.83 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1136.2, 76.5, 13070.7, 9049.8, 0.0, 0.0, 13647.4, 1.000, 0
